,summary,Hazard,Mitigation,Impacts,Causes,word
deadly storm,3.391868771350367,0.4437348478927103,-0.49097763492875135,-0.4902338432245871,-0.07529150748063163,deadly storm
forces,3.1382389271708266,0.36015992909530464,-0.4132583968038061,-0.41251460509964183,0.015185812155371755,forces
storm force+s,3.1382389271708266,0.36015992909530464,-0.4132583968038061,-0.41251460509964183,0.015185812155371755,storm force+s
tens,3.0549113408020956,0.3213548487208441,-0.386347176627399,-0.38560338492323454,0.058726779177999955,tens
force+s tens,3.0549113408020956,0.3213548487208441,-0.386347176627399,-0.38560338492323454,0.058726779177999955,force+s tens
tens thousands,3.029141805968236,0.2994233679320469,-0.37787595248870387,-0.37713216078453965,0.0890708905046636,tens thousands
evacuate,4.310857417204704,0.3991101862792346,-0.7307334264758036,-0.5030642702068909,0.149362663345131,evacuate
thousands evacuate,3.808197038845135,0.34670732501005624,-0.6067524644236831,-0.37908330815477037,0.12655034896288675,thousands evacuate
evacuate and,3.3603804336583862,0.3518301541055801,-0.4816507973078184,-0.48090700560365396,0.11042069602676183,evacuate and
destroys,3.149292239840973,0.2851873437638262,-0.41677434726614504,-0.41603055556198076,0.15812956040893292,destroys
and destroys,3.149292239840973,0.2851873437638262,-0.41677434726614504,-0.41603055556198076,0.15812956040893292,and destroys
destroys thousands,3.029141805968236,0.2994233679320469,-0.37787595248870387,-0.37713216078453965,0.0890708905046636,destroys thousands
thousands homes,3.6607333663060575,0.32524504651511316,-0.567260106087893,-0.5665163143837286,0.23803118561852868,thousands homes
typhoon that,5.234173694441582,0.43774229136375814,-0.9248055947895146,-0.9240618030853504,0.3038844268434436,typhoon that
ripped,3.465814591683972,0.3024545403080662,-0.5125443018463024,-0.5118005101421382,0.22562888442062345,ripped
that ripped,3.465814591683972,0.3024545403080662,-0.5125443018463024,-0.5118005101421382,0.22562888442062345,that ripped
roofs,3.266163884647214,0.28035382335990316,-0.4532127777385206,-0.45246898603435626,0.20378566377195279,roofs
ripped roofs,3.266163884647214,0.28035382335990316,-0.4532127777385206,-0.45246898603435626,0.20378566377195279,ripped roofs
roofs from,3.1513981458451528,0.26585963013960473,-0.41744281562554364,-0.41669902392137936,0.19014684460736184,roofs from
from homes,3.0780128344082085,0.25575337283679606,-0.39388081057026086,-0.3931370188660966,0.18102309710481707,from homes
homes has,3.0072917459196793,0.245297996417778,-0.3706365269936717,-0.36989273528950756,0.17195178302008385,homes has
has killed,3.451426287131033,0.41341203527136167,-0.5083841676089097,-0.5076403759047453,0.015775707286987503,has killed
killed dozens,2.9091079255906225,0.22943557679230597,-0.33744308484502666,-0.33669929314086244,0.1589519847375312,killed dozens
dozens people,2.8421517031680326,0.2175797165010894,-0.3141580127069065,-0.31341422100274224,0.14985988346645254,dozens people
across,16.127039841613986,0.047315293762097296,-0.16211469502706172,0.047086047200536336,0.02812444554835976,across
people across,2.80362854599701,0.21032512588689783,-0.30051109293910705,-0.29976730123494283,0.1445628628662916,people across
across vietnam,2.770184987300019,0.20374683212733313,-0.28851070582718213,-0.2877669141230178,0.13993350313199585,across vietnam
philippines officials,2.6670161894867745,0.18161606559417395,-0.2505569209192082,-0.2498131292150439,0.1255393868135187,philippines officials
officials from,3.1513981458451528,0.26585963013960473,-0.41744281562554364,-0.41669902392137936,0.19014684460736184,officials from
from both,2.628038307215078,0.17244712247158406,-0.2358342825209881,-0.2350904908168239,0.12008417326513175,from both
both countrie+s,2.6165220217168006,0.16964481369340845,-0.23144256871251695,-0.2306987770083525,0.11847310447063313,both countrie+s
countrie+s said,2.5953046691151793,0.16436540534156913,-0.2233005213753727,-0.2225567296712083,0.11550707380076672,countrie+s said
said weakened,2.57435762277168,0.15900008969111412,-0.21519664154787763,-0.21445284984371332,0.11258276816940722,said weakened
weakened storm,2.55879101313523,0.15491076758309755,-0.2091314918863133,-0.20838770018214914,0.11041290162987595,weakened storm
storm bualoi,2.5490969877454845,0.15231889995013864,-0.2053357794404233,-0.20459198773625897,0.10906329940482841,storm bualoi
crossed,2.5384058671877727,0.14941926542574022,-0.20113287809560826,-0.20038908639144382,0.10757652728438821,crossed
bualoi crossed,2.5384058671877727,0.14941926542574022,-0.20113287809560826,-0.20038908639144382,0.10757652728438821,bualoi crossed
crossed into,2.5269249507232114,0.14625639031503126,-0.19659973444210976,-0.1958559427379453,0.10598199574778418,crossed into
neighbouring,2.520965558606685,0.14401741373696597,-0.19423859175324062,-0.19349480004907632,0.10603285379577397,neighbouring
into neighbouring,2.520965558606685,0.14401741373696597,-0.19423859175324062,-0.19349480004907632,0.10603285379577397,into neighbouring
Laos,2.507651036375407,0.138034442356541,-0.18894307832758714,-0.18819928662342295,0.10754285704425985,Laos
neighbouring laos,2.507651036375407,0.138034442356541,-0.18894307832758714,-0.18819928662342295,0.10754285704425985,neighbouring laos
+2491,2.498224879197338,0.1337277789726063,-0.1851770367883916,-0.1844332450842273,0.10863578142835217,+2491
+2491 chars,2.492872130628348,0.1312555022376439,-0.18303211730049457,-0.18228832559633018,0.10926530309531589,+2491 chars
part the,4.942655688139799,-0.00155586198058175,0.050966424361877795,-0.20274840101829572,0.1186326926611595,part the
the state,4.823410856001324,-0.1323383008306855,0.09091746366698326,-0.10590444881810557,0.16936600270510754,the state
whose…,4.013922671346934,-0.16556784563209173,0.15135845627602826,0.0610491077072944,0.0048629750411739656,whose…
state whose…,4.013922671346934,-0.16556784563209173,0.15135845627602826,0.0610491077072944,0.0048629750411739656,state whose…
whose… ski+p,4.061149809042508,-0.15988274744527553,0.15972475439977704,0.038077285866131134,0.011198052327933753,whose… ski+p
Carolina.American,5.375674008675621,-0.15672883949956212,0.1969513711826723,-0.021915868367181207,0.02139415364327766,Carolina.American
north carolina.american,5.375674008675621,-0.15672883949956212,0.1969513711826723,-0.021915868367181207,0.02139415364327766,north carolina.american
Thinker,4.687270322808242,-0.1529232846270862,0.18679085129709566,-0.015596807505831112,0.022649052622184605,Thinker
carolina.american thinker,4.687270322808242,-0.1529232846270862,0.18679085129709566,-0.015596807505831112,0.022649052622184605,carolina.american thinker
Sep,4.322989119715579,-0.1500919455048926,0.17983302002349752,-0.011549868443893874,0.02338813716194557,Sep
thinker sep,4.322989119715579,-0.1500919455048926,0.17983302002349752,-0.011549868443893874,0.02338813716194557,thinker sep
sep 2025,4.241918739315314,-0.14935924413963325,0.1780882508803458,-0.010565502311446038,0.02356088108878526,sep 2025
Monica,4.11571357404208,-0.1481317000679882,0.1752063496689519,-0.008964026457529873,0.02383634283126263,Monica
2025 monica,4.11571357404208,-0.1481317000679882,0.1752063496689519,-0.008964026457529873,0.02383634283126263,2025 monica
Showalter,4.031426639449391,-0.1472477774585305,0.1731595527538897,-0.00784422031357452,0.024024975039436805,Showalter
monica show+alter,4.031426639449391,-0.1472477774585305,0.1731595527538897,-0.00784422031357452,0.024024975039436805,monica show+alter
show+alter posted,3.9176622827240384,-0.14596521519998729,0.17022654926061598,-0.006263657078318862,0.024285849415167687,show+alter posted
09/30/2025,3.829637647644289,-0.1448959670250781,0.16781082847572826,-0.0049820965511202416,0.024492915613918084,09/30/2025
posted 09/30/2025,3.829637647644289,-0.1448959670250781,0.16781082847572826,-0.0049820965511202416,0.024492915613918084,posted 09/30/2025
6:05,3.7458397191243127,-0.14381008811907314,0.1653816606558206,-0.0037109014019153863,0.024694509793817526,6:05
09/30/2025 6:05,3.7458397191243127,-0.14381008811907314,0.1653816606558206,-0.0037109014019153863,0.024694509793817526,09/30/2025 6:05
+3379,3.691800308026632,-0.1430721151183047,0.1637432708344798,-0.0028630216555414942,0.024826935580230053,+3379
6:05 +3379,3.691800308026632,-0.1430721151183047,0.1637432708344798,-0.0028630216555414942,0.024826935580230053,6:05 +3379
+3379 chars,3.654478868760196,-0.14254420555224773,0.16257695262229055,-0.0022639511797649275,0.024919544063436026,+3379 chars
Ibiza,3.847088556332159,-0.7494030902746476,0.42678065424576117,0.5659374062732232,-0.6316591110049838,Ibiza
ibiza and,2.9295217295151343,-0.47692562464513116,0.3022415160358524,0.4325390844864413,-0.35918164537546743,ibiza and
Formentera,3.5262871741917063,-0.662331972597527,0.37845205914088076,0.5410580233760571,-0.5445879933278632,Formentera
and formentera,2.9968354311121987,-0.4996433228070926,0.3016693781246822,0.4573767047412748,-0.38189934353742894,and formentera
formentera hit,2.704927788718667,-0.39716166364656413,0.2557413890745508,0.38088949491881513,-0.2794176843769005,formentera hit
widespread,7.255203183174214,-0.027400113668077097,-0.009622289211079625,0.28956614982188184,-0.31522217974960715,widespread
hit widespread,3.4293715047189783,-0.6344634567998808,0.26696793591747403,0.6072773283574251,-0.5167194775302171,hit widespread
widespread flooding,4.248520609487597,-0.8486572776403939,0.13677396684576953,0.8227037173265985,-0.7309132983707303,widespread flooding
red,3.8607558944358775,-0.7529494390664674,0.6671089828900324,0.29307971999339055,-0.6352054597968037,red
flooding red,3.1014029432183055,-0.5339410186315249,0.4759475622679864,0.316818777864136,-0.41619703936186114,flooding red
red alert,4.246657277630988,-0.8482185977419269,0.8039790872223501,0.15291539158338213,-0.7304746184722632,red alert
issued,9.065172296849958,-0.04340605940015871,0.27243583096322166,-0.3073069075176376,0.009633799705692753,issued
alert issued,2.9436287922209505,-0.48172955050518906,0.46985660286576025,0.2601738468023409,-0.3639855712355253,alert issued
amid,5.648477136102423,-0.14252961797547303,0.2660059282491059,0.05104975339200372,-0.1638865304771121,amid
issued amid,2.7775597562064474,-0.42365920387335937,0.3987396119199242,0.2690511106128227,-0.30591522460369563,issued amid
'extraordinary,2.704496126451791,-0.3970020672553175,0.36756983265268434,0.26792730428314115,-0.2792580879856539,'extraordinary
amid 'extraordinary,2.704496126451791,-0.3970020672553175,0.36756983265268434,0.26792730428314115,-0.2792580879856539,amid 'extraordinary
'extraordinary danger,2.571296628119975,-0.3464967434250888,0.31151003159436114,0.2568153844219493,-0.22875276415542506,'extraordinary danger
danger ibiza,2.5364838193231933,-0.3328652460562971,0.24091017468318981,0.30853316866653047,-0.21512126678663346,danger ibiza
ibiza hab+d,2.4983458721596814,-0.3177153089376965,0.28121386345934185,0.24544107221024514,-0.19997132966803283,ibiza hab+d
239mm,2.482202715534571,-0.31123280490319893,0.2745324682003618,0.24239935907542448,-0.19348882563353526,239mm
hab+d 239mm,2.482202715534571,-0.31123280490319893,0.2745324682003618,0.24239935907542448,-0.19348882563353526,hab+d 239mm
239mm rain,2.4509685030781125,-0.2985697010094633,0.2616120443999714,0.2359656414292046,-0.18082572173979963,239mm rain
rain over,2.4360397887633147,-0.2924601305483217,0.2554348503882639,0.23263315309840746,-0.17471615127865814,rain over
hours,9.228865619665406,-0.18555735565307271,0.18391591490062853,0.06298260183992838,-0.009955006894550934,hours
les+t hour+s,2.394496198871675,-0.2752593005452946,0.2382116377292224,0.2224738403219866,-0.15751532127563092,les+t hour+s
hour+s with,2.3805022061037096,-0.2693979235790284,0.23239071259527397,0.21875576466812613,-0.15165394430936474,hour+s with
with ibiza,2.5364838193231933,-0.3328652460562971,0.24091017468318981,0.30853316866653047,-0.21512126678663346,with ibiza
airport,2.361194859622334,-0.2612542345502396,0.22433574583996652,0.21337892963986207,-0.14351025528057587,airport
ibiza airport,2.361194859622334,-0.2612542345502396,0.22433574583996652,0.21337892963986207,-0.14351025528057587,ibiza airport
recording,2.3488334843065277,-0.2560052624445223,0.2191608394286897,0.20978516708982312,-0.13826128317485864,recording
airport recording,2.3488334843065277,-0.2560052624445223,0.2191608394286897,0.20978516708982312,-0.13826128317485864,airport recording
168.3mm,2.33499506886244,-0.25009622646979934,0.21334798273470418,0.20562104626981503,-0.13235224720013564,168.3mm
recording 168.3mm,2.33499506886244,-0.25009622646979934,0.21334798273470418,0.20562104626981503,-0.13235224720013564,recording 168.3mm
168.3mm and,2.5715613595577578,-0.34659969452296113,0.24558847650948804,0.32350545321458885,-0.22885571525329734,168.3mm and
105.4mm,2.320331707443808,-0.2437965999917838,0.20716256821812465,0.20104532823024637,-0.12605262072211998,105.4mm
and 105.4mm,2.320331707443808,-0.2437965999917838,0.20716256821812465,0.20104532823024637,-0.12605262072211998,and 105.4mm
105.4mm formentera,2.599307635146232,-0.3573315625777035,0.24868525951367665,0.3353787519084785,-0.23958758330803992,105.4mm formentera
5.30pm,2.309222641370604,-0.23899739619871352,0.18712623625426045,0.2129589169611895,-0.12125341692904992,5.30pm
formentera 5.30pm,2.309222641370604,-0.23899739619871352,0.18712623625426045,0.2129589169611895,-0.12125341692904992,formentera 5.30pm
5.30pm local,2.310226974428776,-0.23943222422262433,0.18157446510867287,0.21920240454236647,-0.12168824495296077,5.30pm local
local time,2.3114945495478216,-0.2399807536587889,0.17686079653558692,0.22475595526070172,-0.12223677438912536,local time
time tuesday,2.3138006465810474,-0.2409779212455167,0.17059893282192523,0.23250774366998436,-0.12323394197585293,time tuesday
4.30pm,2.3202909387888995,-0.2437790296534833,0.16716148513173196,0.24051406678383624,-0.12603505038381976,4.30pm
tuesday 4.30pm,2.3202909387888995,-0.2437790296534833,0.16716148513173196,0.24051406678383624,-0.12603505038381976,tuesday 4.30pm
4.30pm time,2.3114945495478216,-0.2399807536587889,0.17686079653558692,0.22475595526070172,-0.12223677438912536,4.30pm time
Spanish,2.3488532969922478,-0.25601369752614545,0.1693610071611402,0.25866280715488654,-0.13826971825648168,Spanish
the spanish,2.3488532969922478,-0.25601369752614545,0.1693610071611402,0.25866280715488654,-0.13826971825648168,the spanish
holiday,3.4683491368066544,0.01867799136217964,-0.2142202223345286,-0.11698413108991317,0.23468897734266925,holiday
spanish holiday,2.362032988846153,-0.2616091313536567,0.16993582116990527,0.2671719124145208,-0.1438651520839932,spanish holiday
